Temperature_C,Salinity_ppt,Optimal_Frequency_kHz,Optimal_Power_W
24.898,3.0612,57.3143,1.0941
28.7755,33.6735,60.8016,2.4517
63.3633,20.2551,64.8237,2.5638
42.3469,47.9592,64.5255,3.1339
59.6418,42.1083,66.5811,3.3793
36.3461,22.587,61.0786,2.2102
49.1818,18.6729,62.7381,2.2562
34.5918,0.0,58.6711,1.0385
22.0734,8.3477,57.2657,1.3063
-8.756,44.4564,53.5115,1.678
19.0816,44.898,59.7953,2.473
50.0991,38.6386,65.0153,3.0512
-8.8216,10.9817,50.7877,0.8272
3.5714,38.7755,55.9047,1.9305
55.9184,1.0204,61.8659,1.3803
42.3469,4.0816,60.2418,1.398
79.1837,5.102,65.0468,1.8881
-8.0612,20.4082,51.705,1.1783
63.6735,42.8571,67.3623,3.5004
11.3265,14.2857,55.628,1.3814
40.4787,45.3949,63.8865,3.0342
38.8523,47.8724,63.8805,3.0517
1.1443,15.6939,53.5443,1.2057
-9.56,3.3232,50.1448,0.4718
14.5008,14.4594,56.2603,1.4377
68.1357,15.762,65.0107,2.3853
19.0816,32.6531,58.8206,2.1814
69.6412,2.8293,63.7174,1.6507
15.2041,28.5714,57.6642,1.991
15.2041,15.3061,56.4711,1.4831
-0.3061,13.2653,53.0567,1.086
-6.5115,39.1581,53.4901,1.6461
-6.1896,3.4225,50.8333,0.5614
24.213,17.8298,58.5887,1.778
24.898,9.1837,57.7744,1.3933
3.5714,3.0612,53.0284,0.7116
77.2449,25.5102,67.1096,3.0388
81.1224,9.1837,65.64,2.1762
65.4849,35.9359,66.7079,3.2844
-1.9404,13.2663,52.5847,1.0487
39.2972,25.018,61.8237,2.3504
34.5918,7.1429,59.3735,1.4371
46.2245,1.0204,60.4893,1.2791
-4.1837,31.6327,53.4795,1.5699
26.8367,33.6735,60.4716,2.4049
50.102,42.8571,65.3244,3.1968
-2.6795,12.0335,52.3699,0.9968
19.0816,9.1837,56.6922,1.2875
83.0612,4.0816,65.2361,1.8558
50.102,18.3673,62.8634,2.2758
57.8571,26.5306,64.7239,2.7724
29.7854,40.5081,61.5965,2.6582
63.6735,26.5306,65.5308,2.8729
1.6327,28.5714,54.5615,1.6492
67.551,21.4286,65.5406,2.6958
51.7691,2.8513,61.5051,1.4493
71.4286,14.2857,65.1318,2.3611
34.5918,46.9388,63.0645,2.9334
82.0647,28.5439,67.9545,3.2579
34.5918,42.8571,62.6609,2.827
75.3061,41.8367,68.6808,3.6937
67.551,4.0816,63.6052,1.7067
-8.0612,47.9592,53.8784,1.7469
28.7755,27.551,60.1491,2.2359
3.5714,21.4286,54.478,1.4756
16.0995,45.4601,59.2723,2.4093
85.0,3.0612,65.3509,1.8094
48.1633,45.9184,65.2939,3.2326
0.9186,40.1201,55.4359,1.8823
28.7755,44.898,61.7142,2.7143
26.5286,20.174,59.0849,1.9103
13.7731,17.8515,56.395,1.5696
-1.7426,31.5124,54.0402,1.6331
81.1598,49.8875,70.3065,4.083
24.6056,0.4527,56.9119,0.9282
34.5918,39.7959,62.3426,2.7512
38.4694,27.551,61.8964,2.4292
72.7216,29.4176,66.9939,3.1526
64.1499,38.2682,66.9281,3.348
39.1406,48.911,64.0825,3.0933
28.1834,24.3917,59.7822,2.1038
17.1429,19.3878,57.1955,1.6982
46.2245,3.0612,60.7547,1.3771
61.2169,46.6603,67.2417,3.5417
5.1567,18.128,54.6312,1.3902
32.4099,18.1251,59.9939,1.9444
57.1438,42.2333,66.2809,3.3249
37.1638,17.7416,60.7275,2.0119
31.7178,30.815,61.045,2.4158
40.1316,19.2178,61.332,2.1379
64.7028,24.159,65.4523,2.7711
6.8568,20.4706,55.1429,1.5126
59.2557,32.0238,65.5554,3.0276
26.8367,28.5714,59.926,2.2277
66.5387,15.4234,64.7246,2.3557
71.295,5.6295,64.1805,1.8486
28.9147,6.1624,58.2784,1.322
9.3878,37.7551,57.1365,2.0722
5.5102,0.0,53.2137,0.5993
22.3763,7.5798,57.2429,1.271
-5.6961,12.5501,51.7307,0.9476
5.2722,27.558,55.3555,1.706
75.3061,2.0408,64.2983,1.6703
-2.2449,42.8571,54.8923,1.855
21.1122,26.9166,58.5635,2.0638
69.4898,16.3265,65.1357,2.457
44.2857,22.449,62.3085,2.3454
-8.0612,3.0612,50.4206,0.5044
51.7164,8.7746,62.0994,1.8005
-6.1224,21.4286,52.252,1.2521
67.551,31.6327,66.6618,3.1542
80.231,33.701,68.2122,3.4748
46.2245,40.8163,64.4801,3.0485
62.5426,11.6009,63.8104,2.111
3.5714,36.7347,55.7179,1.892
58.9658,33.8771,65.6803,3.0853
2.2701,25.935,54.6591,1.5807
32.6531,9.1837,59.1954,1.5144
79.9919,10.1736,65.703,2.231
10.5903,34.1266,57.0782,2.0008
77.1448,43.1498,68.9186,3.7783
46.2245,5.102,61.0048,1.506
69.4898,34.6939,67.1669,3.3233
83.4905,47.2512,70.211,4.0451
16.7933,25.346,57.6582,1.8956
69.4898,38.7755,67.5295,3.474
-10.0,2.0408,49.7943,0.4125
58.9787,26.073,64.8457,2.7724
18.1493,15.6938,57.1096,1.5615
-0.2616,33.8697,54.7035,1.7267
2.2426,25.0638,54.4745,1.5533
48.1633,10.2041,61.8178,1.8043
59.7959,37.7551,66.2261,3.2393
50.102,13.2653,62.3799,2.0174
66.0557,1.6222,63.3497,1.5279
72.4735,5.0123,64.3471,1.8237
50.2435,5.2701,61.4361,1.5679
24.898,40.8163,60.6128,2.5157
79.1837,21.4286,66.8786,2.866
46.2245,16.3265,62.0193,2.1045
82.7059,48.8654,70.2748,4.0525
37.3286,11.0619,60.1375,1.7009
72.9657,3.5578,64.2638,1.7318
-3.0178,26.5647,53.4084,1.482
17.1429,15.3061,56.9361,1.5406
56.736,12.0947,63.1343,2.0451
65.8778,4.3066,63.4054,1.7005
72.8518,3.3282,64.1586,1.7094
75.3061,43.8776,68.9169,3.7574
3.5714,47.9592,56.6515,2.0807
-7.8654,30.9763,52.5773,1.4635
31.3804,21.3061,60.1464,2.0599
11.3265,18.3673,55.9493,1.5265
74.6001,18.4224,65.8891,2.642
85.0,19.3878,67.1199,2.8419
54.6134,8.5354,62.4651,1.8119
53.9796,50.0,66.6495,3.4686
-7.7543,21.4531,52.0017,1.2011
28.7755,47.9592,61.995,2.7844
1.4974,1.9906,52.4513,0.644
53.9796,0.0,61.5541,1.2895
-2.535,49.0284,55.3219,1.9174
28.7755,20.4082,59.5296,1.9744
81.1224,32.6531,68.3311,3.4308
53.9796,14.2857,62.9477,2.1341
34.0735,39.0945,62.1405,2.7143
65.7431,41.8059,67.42,3.4994
28.7755,32.6531,60.6251,2.4096
32.5042,30.8392,61.2768,2.4373
12.976,20.2145,56.465,1.6337
53.0327,13.2791,62.7713,2.0632
81.1224,5.102,65.1521,1.9038
65.6122,46.9388,67.987,3.6556
-4.1837,13.2653,52.1125,0.999
35.6482,32.9331,61.8945,2.5708
-0.3061,25.5102,53.9534,1.516
81.5225,43.0832,69.4927,3.864
48.1633,4.0816,61.1211,1.4794
11.7789,42.1663,57.9966,2.2254
5.6053,25.9612,55.3347,1.6476
69.4898,13.2653,64.8965,2.2789
6.1018,45.8743,57.1444,2.1245
36.17,16.7395,60.3914,1.9485
26.8367,19.3878,59.1533,1.8967
53.9796,12.2449,62.7774,2.0076
2.1975,23.9264,54.3984,1.5363
50.9873,13.7961,62.5714,2.0493
30.7143,26.5306,60.4717,2.2437
50.102,36.7347,64.6474,3.0191
44.2857,43.8776,64.4556,3.0923
22.9592,28.5714,59.1637,2.1487
52.0408,35.7143,64.8606,3.0195
18.9514,16.0427,57.3694,1.604
0.5185,3.6682,52.4173,0.6774
42.9894,7.1641,60.6808,1.5818
-6.1224,33.6735,53.2907,1.5688
53.9796,29.5918,64.5836,2.8295
38.4694,45.9184,63.5996,2.9968
42.3469,17.3469,61.5493,2.0941
35.0504,7.3638,59.4022,1.4716
21.0204,40.8163,59.8572,2.4436
40.4082,8.1633,60.3349,1.6012
40.4082,12.2449,60.8337,1.8226
65.6122,31.6327,66.3141,3.1188
34.5918,44.898,62.8354,2.8792
22.9592,44.898,60.5553,2.5924
35.882,28.5143,61.5528,2.4322
57.8571,29.5918,65.1018,2.8939
65.6122,34.6939,66.6597,3.2458
48.1633,50.0,65.7686,3.3279
19.5433,29.2932,58.5495,2.0957
63.7592,32.7325,66.1694,3.1337
85.0,2.0408,65.2237,1.7375
40.4082,13.2653,60.8583,1.8645
11.3265,25.5102,56.5841,1.7841
-6.2954,18.6041,51.934,1.1472
13.2653,0.0,54.7486,0.726
53.9796,36.7347,65.2113,3.0912
76.1149,43.5263,68.9257,3.7728
69.4898,29.5918,66.5973,3.1041
27.3443,11.4118,58.4905,1.5304
55.3491,46.4572,66.3908,3.4166
36.5306,28.5714,61.7405,2.4323
20.0924,44.8498,60.1047,2.5089
65.3212,32.2609,66.4659,3.1495
50.102,14.2857,62.3907,2.05
50.102,24.4898,63.4145,2.5454
55.9184,32.6531,65.1097,2.9801
19.2533,20.8597,57.7395,1.8003
9.3878,24.4898,56.0719,1.7021
22.4978,31.4213,59.4594,2.2164
55.9184,38.7755,65.689,3.2037
-4.1837,11.2245,52.0286,0.9131
69.4898,9.1837,64.3866,2.041
60.8743,16.7805,64.1605,2.3532
46.2245,46.9388,65.1201,3.2079
77.2449,43.8776,69.0578,3.7941
23.3058,32.4252,59.6694,2.2814
3.5714,13.2653,53.9212,1.1656
36.5306,47.9592,63.6229,3.0007
38.4694,44.898,63.5544,2.9817
4.2546,32.9845,55.647,1.8494
28.7755,23.4694,59.8139,2.0849
52.0408,2.0408,61.4658,1.4176
30.7143,9.1837,58.7251,1.489
69.9737,44.5428,68.2816,3.6778
-0.3061,28.5714,54.1047,1.6055
70.2632,24.877,66.1976,2.9028
15.8352,24.812,57.4585,1.8682
53.7196,17.2046,63.2001,2.2489
42.6636,36.4431,63.5497,2.8384
61.7347,5.102,63.0673,1.7061
26.8367,37.7551,60.8257,2.5125
72.99,9.9635,64.8702,2.1235
42.3315,13.1624,61.094,1.8798
13.2653,46.9388,58.7624,2.3471
33.5597,44.0448,62.6606,2.8444
24.898,32.6531,59.8668,2.3169
75.3061,19.3878,66.1657,2.7018
-4.1837,36.7347,53.9612,1.6816
37.2386,39.0912,62.8724,2.7988
38.7034,45.4715,63.7606,2.9895
56.1474,6.4839,62.5045,1.7167
-4.3452,36.9735,53.9554,1.6869
0.6324,13.5999,53.2573,1.1158
3.5714,42.8571,56.2223,2.0273
48.7222,36.8942,64.4202,2.9848
21.0204,8.1633,57.0223,1.2731
42.3469,19.3878,61.8258,2.1797
22.9592,48.9796,60.9225,2.6545
-0.3061,10.2041,52.7526,0.9578
14.9957,35.6069,58.1834,2.173
66.146,32.9051,66.6588,3.1894
-1.0794,44.8982,55.3312,1.9083
17.1429,8.1633,56.2567,1.2127
64.2927,36.447,66.6381,3.2825
53.9796,23.4694,63.8946,2.5656
57.8571,9.1837,62.9556,1.894
73.3673,17.3469,65.7361,2.5712
-0.3061,16.3265,53.1824,1.1937
-0.3061,11.2245,52.883,1.0103
22.0051,4.2344,56.7436,1.0964
81.1224,23.4694,67.1884,2.9841
12.9141,25.2966,56.912,1.8011
69.7868,44.4957,68.257,3.6732
73.3673,25.5102,66.7275,2.9819
30.7143,44.898,62.0693,2.7985
66.6233,44.8683,67.9302,3.612
48.7681,1.5232,60.8992,1.3291
20.1099,23.0367,58.2085,1.8876
76.5381,45.3044,69.1449,3.8307
73.3673,41.8367,68.4128,3.6488
61.7347,43.8776,67.0537,3.4913
70.7165,21.6009,65.9741,2.751
32.9589,33.5547,61.6114,2.5451
32.6531,25.5102,60.7227,2.2319
67.551,5.102,63.7262,1.7735
-9.8513,8.3783,50.4313,0.6878
-6.1224,5.102,50.8994,0.6164
75.4596,8.5847,65.0978,2.0749
-10.0,7.1429,50.1887,0.6203
61.7347,23.4694,64.9947,2.6887
11.3265,39.7959,57.8062,2.1696
32.6531,8.1633,59.0605,1.4808
67.551,1.0204,63.2624,1.5139
28.8867,29.7606,60.3115,2.3196
59.7959,44.898,67.04,3.4686
28.7755,13.2653,58.9542,1.6526
80.6348,8.9682,65.531,2.1381
40.4082,0.0,59.6843,1.1336
46.2245,8.1633,61.2367,1.6793
53.9796,13.2653,62.9552,2.0633
26.4641,6.7609,57.756,1.2997
6.8292,0.8296,53.451,0.6628
82.2505,5.0489,65.21,1.9184
69.4898,30.6122,66.7264,3.1536
50.102,40.8163,64.9899,3.1408
52.0408,44.898,65.8257,3.3022
34.1945,14.6677,59.8863,1.8218
73.3341,11.7102,65.0633,2.2357
-2.2449,5.102,51.9605,0.7134
46.2245,20.4082,62.466,2.2991
66.0067,32.2786,66.5221,3.1646
-6.9993,14.8179,51.5333,1.0078
52.7288,13.8535,62.6825,2.0736
57.2669,44.6545,66.6189,3.4016
71.4286,45.9184,68.607,3.7513
34.5918,26.5306,61.1015,2.3285
-10.0,31.6327,52.1051,1.4076
23.9908,12.6157,57.9374,1.5417
19.0816,6.1224,56.5144,1.1332
71.4286,24.4898,66.3436,2.8965
-10.0,50.0,53.4405,1.6932
44.2857,31.6327,63.2275,2.7078
53.4524,34.127,64.96,2.9804
-4.1976,36.9362,54.053,1.6856
26.8367,1.0204,57.3502,0.9869
7.449,17.3469,55.031,1.4141
20.1076,17.2596,57.5658,1.6602
52.0408,32.6531,64.5253,2.8963
-10.0,33.6735,52.2415,1.4593
76.6745,40.7336,68.6334,3.6794
9.6017,36.1724,57.0078,2.0475
36.5306,21.4286,60.8913,2.1523
35.5223,40.2716,62.6216,2.7964
61.7347,15.3061,64.1361,2.2935
13.6828,25.5565,57.0039,1.8272
58.7249,37.5133,66.0108,3.2162
30.7143,42.8571,62.0769,2.7416
36.5306,37.7551,62.5005,2.7406
11.3265,16.3265,55.749,1.4548
61.7347,7.1429,63.2604,1.8344
49.7496,10.3538,62.0367,1.8416
38.4694,23.4694,61.4886,2.286
45.2176,43.816,64.6776,3.1173
0.4549,45.4972,55.7833,1.9602
-8.0612,27.551,52.2439,1.368
9.3878,8.1633,54.6661,1.0563
64.1724,27.2172,65.7458,2.8956
7.449,2.0408,53.7728,0.7259
36.7709,44.8699,63.3695,2.9251
14.4993,29.3468,57.5425,1.976
15.7291,35.9166,58.3235,2.2011
63.2419,7.1438,63.4183,1.8606
71.2688,49.6628,69.0457,3.8567
32.6531,47.9592,62.8489,2.892
57.8571,24.4898,64.4839,2.6838
79.1837,42.8571,69.2036,3.7821
72.6471,22.3363,66.1709,2.8024
85.0,11.2245,66.2969,2.3413
55.9184,28.5714,64.8539,2.8281
44.8415,5.9691,60.8649,1.5473
63.6735,10.2041,63.7812,2.0385
30.7143,14.2857,59.2973,1.7404
19.0324,3.8379,56.255,1.0324
32.6531,37.7551,61.7225,2.6459
48.5058,17.8561,62.5073,2.2226
-4.1837,41.8367,54.3511,1.7735
-8.9704,11.3063,50.7764,0.8208
-2.2449,45.9184,55.0628,1.8707
15.6262,0.319,55.2199,0.7744
42.3469,3.0612,60.1265,1.3474
84.098,16.6096,66.6735,2.6622
14.6813,5.5796,55.4826,1.0423
48.1633,1.0204,60.7489,1.2824
15.7782,35.3543,58.255,2.1863
34.5918,34.6939,61.8367,2.6041
22.9592,32.6531,59.5802,2.2861
-2.2449,33.6735,54.1862,1.6745
44.2857,46.9388,64.7423,3.1797
74.929,5.4507,64.6014,1.8713
30.7143,4.0816,58.2873,1.2336
73.3673,1.0204,63.994,1.5701
-2.6869,3.1345,51.7083,0.6012
-8.1275,1.5575,50.3024,0.4311
58.5967,24.4822,64.6323,2.6858
81.1224,27.551,67.7189,3.189
72.7644,6.9627,64.5645,1.951
71.4286,25.5102,66.4177,2.9384
17.1429,43.8776,59.4643,2.4069
-2.2719,2.1211,51.6616,0.5592
-9.3933,1.2486,49.9698,0.3862
13.2653,16.3265,56.1436,1.4884
5.5102,25.5102,55.2685,1.65
65.6122,17.3469,64.7744,2.4477
-8.0612,29.5918,52.4539,1.4178
46.1712,24.1995,62.8059,2.4481
20.9064,25.0312,58.4011,1.9852
83.8336,44.476,69.9596,3.9559
22.4013,13.3796,57.7354,1.5441
6.5074,35.8732,56.3678,1.9617
73.0511,42.6971,68.4467,3.6809
38.7022,31.5688,62.3651,2.5947
81.4064,42.8269,69.3703,3.8513
38.6488,35.6603,62.7503,2.722
11.3265,11.2245,55.3587,1.2306
56.6869,22.2771,64.2161,2.5569
25.7447,18.464,58.8514,1.8264
6.463,0.6052,53.4463,0.6469
44.1558,35.3861,63.6699,2.8417
1.6327,35.7143,55.2323,1.8235
36.5306,14.2857,60.2887,1.8397
26.8367,4.0816,57.7223,1.1638
78.0651,27.8289,67.4512,3.1613
54.2688,20.9814,63.6927,2.4641
63.6735,31.6327,66.1656,3.1001
84.7031,10.1127,66.0459,2.2682
43.8665,48.69,64.8502,3.2083
71.5425,9.7856,64.6513,2.1115
73.3673,0.0,63.7305,1.511
40.9292,39.8341,63.5511,2.9045
9.3878,4.0816,54.341,0.8787
42.3469,13.2653,61.1623,1.8828
-2.2449,7.1429,52.0144,0.7859
53.9796,28.5714,64.4841,2.789
85.0,18.3673,66.9529,2.7776
31.2159,47.5464,62.4643,2.8494
42.3469,11.2245,60.9249,1.7811
50.7164,34.4023,64.6263,2.943
75.3061,10.2041,65.1753,2.1746
22.9592,7.1429,57.2431,1.2676
13.2653,32.6531,57.5599,2.0507
73.0967,40.1902,68.167,3.5843
-2.1738,16.9986,52.9011,1.1895
37.3944,44.9193,63.4454,2.9463
57.8571,2.0408,62.1607,1.4612
7.6796,8.0729,54.2831,1.0228
61.7347,28.5714,65.4961,2.9244
81.1224,0.0,64.5435,1.5618
9.3878,27.551,56.3452,1.8174
55.9184,14.2857,63.2976,2.1431
55.9184,30.6122,64.9251,2.8947
-2.2449,40.8163,54.7007,1.8057
9.0143,32.9359,56.6978,1.9395
17.6668,36.1353,58.7197,2.2468
32.6531,39.7959,62.0224,2.6986
79.1837,19.3878,66.6186,2.7418
11.3265,1.0204,54.4991,0.7341
5.5102,22.449,55.0698,1.535
-0.3061,48.9796,55.9086,1.9909
77.2449,1.0204,64.3225,1.6135
44.2857,9.1837,61.1397,1.7089
59.2066,9.2419,63.1553,1.9207
40.631,3.4697,59.9252,1.329
32.3608,13.8732,59.5181,1.7597
-8.0612,22.449,51.8574,1.2276
30.6775,28.9149,60.5764,2.3264
28.7755,43.8776,61.7075,2.708
32.6531,6.1224,58.8975,1.3574
82.708,8.0962,65.671,2.1351
10.0876,29.2224,56.5781,1.8623
58.8528,17.766,63.9985,2.3607
75.5079,12.8531,65.4247,2.3386
-4.5319,18.5471,52.4914,1.1854
85.0,22.449,67.4439,2.9853
73.3588,42.256,68.4435,3.6595
69.4898,5.102,63.9999,1.7934
48.5818,44.2293,65.1678,3.2001
48.2741,22.6995,62.936,2.4379
53.9796,10.2041,62.6068,1.9033
62.0327,14.2854,64.15,2.2492
-5.1095,21.6365,52.5309,1.2779
38.2041,8.4405,60.0724,1.5709
53.9796,39.7959,65.5444,3.1815
48.7307,3.9228,61.1439,1.4696
59.7959,30.6122,65.4517,2.9904
47.8101,27.7567,63.4486,2.632
72.4654,22.2052,66.117,2.826
63.6751,39.8121,66.9411,3.4036
67.7069,21.9089,65.5423,2.7243
27.8882,13.4087,58.7758,1.6395
-1.7363,0.0327,51.677,0.4568
59.7959,11.2245,63.4584,2.0418
48.9069,34.6037,64.38,2.9043
83.0612,45.9184,69.9424,3.9855
26.913,16.8727,58.9033,1.7785
55.9184,11.2245,62.8802,1.9771
34.5918,48.9796,63.3384,2.969
69.4898,27.551,66.4542,3.0124
14.715,21.4837,56.9793,1.7209
5.2024,47.6031,57.0089,2.1208
66.2456,6.1923,63.7293,1.8201
33.9546,20.7888,60.5296,2.0842
75.6674,36.7183,68.1377,3.5084
45.1559,29.8578,63.1922,2.6803
79.1423,25.7467,67.3027,3.0822
11.3265,42.8571,58.0547,2.2257
36.5306,23.4694,61.2733,2.2485
18.0289,3.4518,56.0274,0.9944
75.0076,22.8964,66.4832,2.8788
22.9592,37.7551,59.9849,2.42
50.1734,15.8135,62.6013,2.1445
58.0034,20.6586,64.2832,2.5009
45.3089,44.1842,64.6779,3.1187
3.5371,32.8515,55.4341,1.792
22.8638,48.5575,60.9376,2.6347
21.0204,48.9796,60.5021,2.5932
28.7755,1.0204,57.7123,1.0061
68.1301,10.2044,64.383,2.0899
40.4082,22.449,61.7413,2.2787
36.1578,33.6546,62.1394,2.6101
1.1053,26.6252,54.3799,1.577
5.9238,18.952,54.8165,1.4351
77.2449,21.4286,66.5625,2.8315
58.6674,40.5933,66.3042,3.3157
13.2653,24.4898,56.8233,1.7946
38.1873,20.0106,61.109,2.1196
38.4694,28.5714,61.9895,2.4848
27.2632,0.7555,57.5393,0.9859
53.06,1.1282,61.427,1.3587
-10.0,42.8571,53.0872,1.6132
3.5714,16.3265,54.1098,1.297
84.5666,49.7165,70.5589,4.1531
65.671,44.7781,67.8306,3.5925
13.2653,27.551,57.115,1.8954
22.9592,46.9388,60.7989,2.6082
-3.8056,15.1693,52.2908,1.0796
-6.7063,5.5302,50.9578,0.6385
38.4694,20.4082,61.282,2.1537
55.5875,30.6646,64.9122,2.9073
9.3878,42.8571,57.5661,2.1755
69.4898,20.4082,65.6172,2.6714
40.4082,37.7551,63.1517,2.8283
50.102,17.3469,62.749,2.2118
-8.8497,29.784,52.2672,1.3983
71.4286,23.4694,66.1016,2.8434
52.3941,6.5359,61.9681,1.6782
-6.8067,8.7205,51.0951,0.7565
48.6081,11.8739,61.944,1.9025
36.5306,12.2449,60.1703,1.7337
63.1494,3.6541,63.234,1.6227
60.0562,3.964,62.7104,1.6283
35.1769,47.8567,63.2069,2.9497
53.9796,4.0816,61.9837,1.5463
9.1296,12.8096,54.9834,1.2544
13.2653,33.6735,57.6711,2.0715
19.0816,8.1633,56.6058,1.2481
-8.1767,12.544,51.1442,0.8943
34.5918,43.8776,62.7187,2.858
1.6327,29.5918,54.6491,1.6685
79.1837,14.2857,65.9275,2.4644
22.9592,0.0,56.6386,0.8792
-10.0,24.4898,51.6329,1.2324
85.0,33.6735,68.7308,3.5374
21.816,5.8602,56.9536,1.1794
79.1837,11.2245,65.6469,2.2718
3.2784,12.0768,53.7489,1.1132
9.2357,34.2157,56.8431,1.978
0.6951,46.0346,55.7781,1.9792
-0.3061,30.6122,54.4662,1.6395
13.2653,28.5714,57.1879,1.9306
19.0816,39.7959,59.2491,2.3705
30.7143,7.1429,58.6808,1.3871
67.551,26.5306,66.1014,2.9435
83.0612,11.2245,65.973,2.3277
63.6735,4.0816,63.2091,1.6645
9.7492,3.3628,54.3935,0.8358
22.9592,41.8367,60.3186,2.5129
9.3878,16.3265,55.3504,1.4031
75.3061,21.4286,66.4996,2.804
51.1709,40.4838,65.272,3.1486
63.5186,24.1616,65.2211,2.7521
64.0853,8.6748,63.6639,1.9529
17.4259,8.9678,56.3519,1.2576
-1.5733,21.701,53.3466,1.3617
71.0359,31.7977,67.0032,3.2401
77.2449,45.9184,69.3153,3.872
27.873,24.9979,59.7126,2.128
15.9945,14.0808,56.5859,1.4645
83.7912,3.4177,65.2611,1.8249
-8.8485,16.9653,51.2932,1.0236
-4.1837,16.3265,52.3301,1.1215
6.6097,37.6736,56.5467,1.9981
63.1887,44.2428,67.4672,3.5223
-8.0612,15.3061,51.376,0.9899
34.761,35.252,62.0843,2.6202
6.1998,41.4235,56.6308,2.057
30.7143,12.2449,59.1434,1.6537
81.1224,45.9184,69.7638,3.9502
52.5772,42.0454,65.648,3.2387
21.0204,11.2245,57.2962,1.4184
57.8571,22.449,64.4179,2.5775
-2.2449,24.4898,53.4331,1.4208
81.1224,20.4082,66.9967,2.8269
-8.0612,1.0204,50.2904,0.385
69.5163,19.8933,65.5671,2.6672
75.3061,20.4082,66.2669,2.7503
50.102,43.8776,65.4143,3.2271
40.3168,24.6432,61.8598,2.3778
55.9184,10.2041,62.8221,1.9323
78.2907,25.7503,67.188,3.0667
30.0635,27.5332,60.333,2.2801
73.3673,8.1633,64.707,2.0318
84.5162,10.9355,66.1243,2.3209
77.2449,3.0612,64.5768,1.7492
19.0816,22.449,57.8749,1.8361
19.0816,15.3061,57.2238,1.5742
77.2449,38.7755,68.4789,3.6118
41.6375,20.5979,61.6629,2.2128
19.4051,12.5234,56.9772,1.467
52.0408,28.5714,64.1844,2.7491
81.7531,42.498,69.3561,3.8407
35.0264,33.623,61.8386,2.5615
-1.3354,40.839,54.9495,1.8357
75.3061,12.2449,65.4301,2.3013
85.0,20.4082,67.2807,2.8855
49.4909,10.6224,62.0157,1.8602
-0.1096,46.443,55.7886,1.963
-6.6454,17.907,51.9043,1.118
28.7755,2.0408,57.8074,1.0865
-6.1224,41.8367,53.9107,1.7047
0.4249,17.7364,53.3234,1.2718
57.0307,1.2674,62.0559,1.4162
67.1181,19.0476,65.3203,2.5622
76.1835,17.8596,66.1476,2.6284
55.9184,2.0408,61.9913,1.4451
9.3878,50.0,58.1643,2.2759
-2.2449,39.7959,54.5715,1.7812
15.2041,50.0,59.5309,2.4544
55.9184,3.0612,62.0699,1.5156
71.4286,27.551,66.5853,3.0471
40.4082,45.9184,63.9859,3.0509
11.3265,10.2041,55.2666,1.1955
18.4923,8.3907,56.6065,1.2431
11.6676,38.9758,57.7743,2.1561
13.0347,36.8959,57.8679,2.1507
46.1348,15.7814,62.0488,2.095
51.9613,40.9435,65.4263,3.164
