Temperature_C,Salinity_ppt,Optimal_Frequency_kHz,Optimal_Power_W
61.42,26.77,119.752,2.5142
73.6,33.82,135.073,2.8329
73.84,43.54,149.714,3.7294
36.95,28.84,107.304,3.1695
58.61,47.61,138.676,4.1737
40.54,41.06,120.98,3.8758
46.53,47.75,132.875,4.5439
79.2,0.83,105.521,0.5833
40.84,0.82,78.042,1.4915
46.16,35.21,118.461,3.4092
56.23,30.31,118.369,2.7308
22.38,0.11,48.885,1.6665
31.85,38.7,106.437,3.6789
37.32,0.97,74.043,1.5263
75.97,46.36,150.0,3.808
43.67,0.02,79.741,1.4107
26.39,41.58,103.331,4.0589
29.5,44.29,111.639,4.2224
22.8,47.14,101.893,4.2119
55.27,0.45,93.727,1.246
78.52,22.68,122.601,1.6618
43.51,2.06,81.904,1.4947
79.76,46.08,145.905,3.4445
46.56,30.77,111.939,3.1624
74.36,48.49,144.938,3.7536
50.64,0.68,91.417,1.3909
25.27,10.49,65.392,2.0382
38.29,35.3,108.373,3.3107
62.33,1.05,104.956,1.2593
37.64,32.12,109.736,3.408
62.6,49.47,134.941,3.9891
40.77,0.16,74.645,1.3913
35.38,37.6,105.462,3.5807
54.81,0.88,91.752,1.202
22.69,31.51,78.746,2.9747
48.3,33.75,115.561,3.3117
56.15,13.4,103.916,1.7833
37.05,10.72,83.918,1.9739
78.21,32.8,134.327,2.5076
55.9,45.39,137.837,4.1577
73.82,25.73,123.347,1.9951
79.57,37.95,145.146,3.0673
57.17,45.01,140.427,4.1503
57.68,36.51,129.407,3.4215
23.92,0.92,54.802,1.6888
22.69,48.82,106.662,4.5902
35.7,0.65,68.802,1.4879
75.01,33.49,131.056,2.5389
70.07,30.32,128.042,2.5884
26.56,42.53,110.742,4.1294
50.44,40.19,125.227,3.7094
77.96,21.94,121.531,1.7385
69.12,29.01,122.129,2.263
52.97,0.09,91.156,1.2782
55.55,34.09,124.408,3.2141
65.74,0.73,101.852,1.0389
24.39,45.68,102.042,3.98
31.35,7.3,70.407,1.7955
56.06,35.62,123.278,3.2239
75.24,22.8,121.509,1.8493
26.35,19.95,73.483,2.3951
61.85,0.7,96.788,1.0738
30.04,25.15,90.781,2.7941
63.1,18.3,110.725,1.8856
71.69,21.13,115.598,1.7653
59.35,39.23,133.719,3.5465
24.78,47.04,104.907,4.3848
36.62,18.88,94.243,2.517
72.31,0.23,104.18,0.7838
58.92,37.1,126.446,3.2841
41.33,34.82,111.497,3.2936
27.91,41.18,104.958,3.9586
37.19,0.62,69.981,1.511
37.15,0.29,73.779,1.5121
49.51,41.64,125.676,3.8835
54.64,0.66,92.552,1.2639
37.57,0.04,73.886,1.5431
36.42,33.6,108.852,3.5578
75.76,49.42,146.943,3.8129
30.08,0.44,65.066,1.6236
30.87,44.54,111.282,4.069
57.02,0.84,95.463,1.2074
52.2,33.55,117.446,3.0619
78.03,40.64,141.776,3.1367
29.27,18.77,76.38,2.3269
60.07,25.46,116.071,2.4406
21.55,31.23,78.988,2.9846
58.78,31.96,124.888,3.0794
20.02,45.48,96.183,4.0041
36.67,43.39,115.664,4.2497
38.28,0.22,72.415,1.4887
20.97,9.96,60.335,2.055
23.0,43.31,97.895,3.8162
49.57,23.93,112.14,2.6871
35.46,45.17,111.322,3.9507
73.32,38.96,141.235,3.2907
59.01,42.62,129.703,3.6197
20.41,3.75,48.842,1.8108
34.52,0.42,70.512,1.5521
78.54,38.74,141.247,2.8995
28.57,37.57,101.668,3.5938
48.11,34.93,119.751,3.437
39.69,1.62,75.938,1.5199
51.61,39.02,124.164,3.4633
78.7,26.76,128.977,2.0741
31.78,28.73,103.562,3.2983
33.89,47.74,117.707,4.3271
46.08,36.21,120.285,3.5468
70.77,23.59,121.234,2.0494
72.63,36.54,138.364,2.9902
74.51,46.92,137.637,3.3979
79.02,36.96,140.035,2.878
27.96,0.32,62.345,1.7148
32.89,48.7,107.853,4.1454
51.66,38.81,122.095,3.3643
50.43,0.26,85.509,1.2389
75.73,30.65,132.27,2.4823
77.66,3.67,110.446,0.8381
61.76,28.0,120.924,2.6045
57.94,0.62,95.815,1.2856
25.49,41.85,100.136,3.8791
55.45,0.46,88.583,1.1647
31.23,28.73,94.479,3.0583
52.45,5.3,95.009,1.5347
45.36,6.14,87.825,1.6401
70.91,44.87,143.432,3.7647
31.29,0.14,65.561,1.5818
42.82,0.68,79.519,1.4355
71.66,40.33,140.23,3.3073
74.99,20.43,118.474,1.6806
53.91,1.07,94.626,1.3968
66.67,49.73,141.357,3.8842
69.55,35.84,135.944,3.1211
40.42,48.92,125.495,4.3628
27.12,25.11,84.049,2.7273
69.07,0.6,104.02,0.9563
62.56,36.45,134.876,3.3866
33.68,45.97,110.574,3.9558
34.92,12.75,82.497,2.066
39.47,41.85,116.122,3.9225
59.95,34.89,126.434,3.0646
33.94,22.02,95.668,2.7427
49.15,32.04,115.616,3.0804
73.22,0.31,108.082,0.8408
74.11,9.45,108.013,1.135
76.83,14.77,113.772,1.3036
40.3,37.56,110.768,3.3305
46.02,41.92,124.14,3.9284
34.75,33.98,102.632,3.2459
72.21,0.41,104.507,0.8328
28.16,32.53,95.597,3.2217
46.81,36.44,114.789,3.2964
73.23,0.2,100.149,0.6914
58.68,43.81,136.693,4.0174
35.61,13.59,86.361,2.1305
31.15,45.17,109.33,4.0451
59.0,0.83,97.576,1.184
36.08,0.65,75.071,1.587
39.69,12.52,91.563,2.1997
30.61,23.45,88.66,2.7238
76.94,44.94,146.357,3.4575
23.49,0.21,52.56,1.7224
70.23,46.84,142.617,3.953
41.57,0.31,74.961,1.4255
30.84,48.33,112.562,4.2044
76.35,44.13,143.617,3.3888
39.76,37.36,112.406,3.6388
34.8,0.3,68.272,1.5062
42.58,46.82,126.861,4.4243
69.47,21.2,115.435,1.8734
36.56,4.5,75.075,1.6478
26.15,0.67,61.492,1.735
56.9,0.44,95.075,1.1345
79.83,0.38,107.007,0.5616
35.37,29.57,99.465,3.0034
38.46,6.95,87.032,1.8678
31.12,0.9,69.761,1.7556
74.0,0.85,106.98,0.7907
25.8,37.16,96.924,3.5251
68.02,0.17,101.507,0.9142
30.74,16.85,79.499,2.352
54.1,0.73,94.924,1.2866
52.52,33.93,120.578,3.2552
25.31,39.79,97.882,3.6938
48.37,47.16,132.0,4.2796
53.73,14.23,108.87,2.0938
78.65,38.8,148.209,3.2819
37.2,47.55,123.105,4.4366
66.33,0.94,103.395,1.0402
37.06,34.45,107.587,3.3582
74.68,26.95,115.07,1.8103
24.67,9.42,65.553,2.0689
41.31,42.89,118.744,4.0606
36.72,30.22,106.134,3.1266
37.84,0.04,72.806,1.5528
59.69,41.7,134.22,3.5613
25.35,32.42,91.914,3.2523
76.19,33.81,138.368,2.8164
20.8,36.09,84.936,3.34
71.07,0.04,105.199,0.8561
28.76,15.62,75.958,2.2386
34.25,0.92,69.63,1.5687
64.79,36.43,132.792,3.1597
23.11,0.44,52.376,1.7354
74.51,14.79,113.498,1.385
48.0,37.07,121.746,3.4921
33.92,33.28,107.211,3.5247
79.78,0.2,110.013,0.6365
23.37,10.25,67.144,2.1726
28.48,30.71,95.759,3.2514
69.23,49.41,139.307,3.7411
79.77,6.12,113.009,0.869
60.28,42.42,135.797,3.8324
28.84,25.98,88.201,2.8623
79.91,46.5,145.15,3.4174
26.34,31.1,90.267,3.1396
78.69,12.6,114.715,1.1968
20.74,0.78,43.571,1.6672
46.21,0.77,80.683,1.3553
23.51,34.07,89.08,3.278
21.51,2.16,50.672,1.7633
73.4,0.41,105.317,0.8068
59.04,39.32,131.608,3.5875
36.17,44.18,110.485,3.9315
28.74,46.1,106.35,4.1922
77.04,0.24,106.507,0.668
74.49,33.98,139.46,2.9499
79.75,42.08,140.714,3.0327
68.43,39.63,138.503,3.4125
61.79,21.36,110.966,2.0308
29.4,39.23,101.362,3.6414
69.72,6.93,110.458,1.2594
77.48,36.67,141.957,2.9318
77.83,38.56,142.91,3.2112
64.54,30.98,128.739,2.7838
77.69,37.89,139.715,2.8628
20.32,48.96,98.845,4.3279
44.63,49.57,138.49,5.0
46.9,5.57,90.513,1.6558
69.65,22.42,119.172,2.0152
47.86,41.88,125.485,3.885
23.51,47.21,98.655,3.9603
35.12,46.16,111.962,4.0513
48.14,6.81,93.582,1.6671
71.36,35.21,137.102,3.0735
75.73,29.1,131.314,2.3572
28.67,47.51,111.199,4.2703
71.47,32.34,128.827,2.5727
35.17,41.16,114.066,3.9807
33.71,0.89,68.613,1.5679
27.22,18.15,75.826,2.3242
72.71,1.0,104.771,0.8259
79.41,47.08,146.37,3.5391
25.97,34.19,97.189,3.4315
26.19,44.33,103.366,3.9752
36.17,32.44,103.572,3.2286
52.67,12.41,104.705,1.8916
48.71,13.18,102.146,2.0034
50.73,0.99,93.969,1.4195
20.51,44.06,96.075,3.9397
37.59,0.07,71.881,1.4921
70.49,0.23,100.172,0.8144
40.68,36.38,106.865,3.3277
25.46,48.52,104.692,4.2262
29.64,0.25,65.008,1.6588
69.17,34.29,137.364,3.0255
45.88,8.39,94.83,1.8491
70.78,47.13,145.547,3.8873
55.32,0.23,91.506,1.2031
77.94,14.73,115.177,1.2564
45.85,0.76,81.825,1.3896
53.16,3.17,98.157,1.5438
63.32,0.99,99.475,1.0713
44.64,45.35,126.154,4.2335
52.17,0.03,83.156,1.1634
32.7,27.47,98.957,3.0208
52.02,0.16,91.072,1.3155
49.38,14.25,101.016,2.0379
79.74,26.94,128.477,2.0157
49.39,31.43,115.591,2.9978
74.79,0.09,103.066,0.6805
31.54,35.88,106.096,3.6451
24.06,4.64,59.883,1.9195
27.7,0.34,61.8,1.7118
22.76,37.29,90.162,3.5978
66.79,5.54,106.709,1.2111
65.42,35.43,140.79,3.5045
33.93,29.69,103.874,3.2386
54.61,21.56,108.064,2.3494
25.27,49.89,108.504,4.3864
23.12,0.93,52.909,1.6934
24.07,49.67,108.809,4.4618
22.34,19.18,69.85,2.3276
66.48,35.96,122.861,2.7011
75.92,48.03,142.7,3.5181
31.26,29.13,101.219,3.2387
59.61,0.96,97.361,1.1791
39.22,25.27,103.382,2.9597
30.91,33.97,101.397,3.4687
47.54,17.0,99.888,2.1372
58.72,42.03,135.485,3.7501
70.67,0.47,107.419,0.9514
40.25,30.97,110.087,3.1361
43.07,0.08,82.959,1.5382
77.94,11.29,113.962,1.1637
54.81,41.24,135.561,3.9332
57.17,24.11,119.434,2.496
68.63,48.37,145.881,4.1976
45.74,18.2,104.176,2.3846
24.33,39.38,100.208,3.9004
31.43,47.98,113.561,4.2023
71.81,0.06,102.155,0.7665
40.23,41.93,114.601,3.7786
51.0,41.66,129.096,3.8907
49.76,42.69,130.488,4.0093
52.91,20.76,112.034,2.4435
23.32,30.68,80.924,2.8941
26.32,6.47,66.561,1.9322
74.87,6.83,107.359,0.9671
72.55,22.45,119.029,1.8841
26.24,34.56,94.556,3.4254
79.26,0.3,114.948,0.7448
71.27,47.07,145.93,3.7808
47.66,44.84,127.023,4.1837
52.0,0.68,91.396,1.3395
31.85,45.46,111.875,4.096
35.47,44.66,113.108,4.1482
30.03,47.78,111.48,4.3146
61.73,40.18,133.116,3.5855
73.65,46.02,143.229,3.6227
79.5,34.26,131.775,2.5087
55.96,48.65,135.944,4.402
36.86,0.15,73.437,1.531
49.81,0.72,90.137,1.4159
44.76,0.54,81.05,1.4139
63.74,29.22,126.756,2.8131
78.39,40.62,143.076,3.0897
66.62,28.64,122.755,2.4874
57.49,44.75,138.131,4.1968
56.3,31.97,120.254,2.8304
63.52,0.6,99.211,1.0247
46.61,32.85,117.069,3.1344
73.39,12.77,112.193,1.3156
37.78,0.27,73.491,1.5303
79.2,0.76,108.355,0.6563
53.22,45.13,136.524,4.2624
46.89,46.52,129.339,4.426
43.67,0.19,76.313,1.3039
27.6,37.79,102.154,3.5656
30.43,0.49,65.866,1.6482
35.08,46.06,114.405,4.1779
62.43,33.6,127.396,2.9844
45.18,0.41,85.109,1.3948
34.34,32.52,103.022,3.2669
24.61,26.21,75.7,2.5835
77.36,0.59,107.305,0.6912
79.49,29.81,132.091,2.2675
62.42,46.11,142.824,4.0687
74.33,35.36,138.75,2.9173
32.14,26.37,98.487,2.955
25.01,0.79,55.659,1.6895
64.99,12.6,108.252,1.584
44.62,38.49,118.382,3.5396
22.34,0.57,51.146,1.7368
49.89,34.59,121.384,3.315
39.67,32.4,110.986,3.2738
51.87,0.42,89.062,1.2792
20.73,0.4,43.118,1.6418
71.33,0.25,102.837,0.8047
38.19,36.99,109.538,3.4111
52.74,15.59,107.753,2.2106
37.3,0.56,73.044,1.5259
20.05,41.8,87.366,3.5408
56.61,0.96,93.736,1.216
67.39,43.2,145.111,3.869
75.48,48.88,147.502,3.8296
40.58,39.64,115.463,3.7596
61.32,26.01,118.334,2.4772
65.97,13.36,112.756,1.6393
69.69,0.25,103.346,0.8775
59.1,22.99,112.838,2.2442
25.69,43.3,100.748,3.718
62.07,43.27,139.575,3.774
37.48,17.82,88.557,2.3412
54.81,0.88,92.471,1.2924
40.9,0.59,75.994,1.439
60.64,47.69,139.913,4.2178
56.26,39.41,127.994,3.5343
76.17,37.64,143.799,3.3512
76.06,27.65,129.008,2.2662
53.29,40.63,129.784,3.76
22.41,0.86,51.184,1.6898
50.91,32.6,117.038,2.9744
32.28,20.32,91.376,2.6358
26.79,0.6,61.255,1.683
55.97,40.46,126.375,3.402
52.4,0.55,91.475,1.2967
62.99,49.02,144.509,4.236
40.76,0.95,75.343,1.4967
23.29,0.2,50.703,1.7029
40.12,38.91,114.198,3.6571
25.6,49.79,106.579,4.4865
58.0,0.53,97.519,1.2261
31.55,46.71,110.224,4.0754
24.49,36.7,93.313,3.5754
23.05,43.48,101.088,4.0699
76.32,42.89,147.028,3.4417
39.51,0.36,74.865,1.4661
36.92,48.43,121.956,4.4078
43.57,38.13,115.826,3.4457
49.1,36.14,119.909,3.4498
37.18,37.79,112.79,3.8301
59.62,0.97,98.119,1.1537
59.78,15.49,108.926,1.8933
22.36,0.93,52.345,1.7188
61.81,43.17,134.709,3.6537
67.4,33.35,138.168,3.123
55.86,28.57,110.917,2.4727
36.75,32.14,105.067,3.2346
46.49,46.26,129.825,4.2442
29.12,37.18,102.966,3.6578
27.68,0.8,63.851,1.7208
71.04,0.62,100.64,0.7865
37.09,0.62,72.972,1.5047
41.36,42.19,117.216,3.8
31.56,30.01,100.577,3.2721
44.72,38.23,117.108,3.5826
53.47,25.26,112.522,2.5066
65.65,27.08,118.93,2.3179
45.27,49.97,132.546,4.7268
76.16,1.64,107.299,0.7342
63.12,25.35,119.426,2.4019
59.9,0.43,94.979,1.0821
49.18,37.17,117.721,3.3763
60.65,29.88,123.125,2.7278
77.79,0.52,106.35,0.6201
48.11,43.59,130.094,4.007
29.94,13.72,74.287,2.1238
47.28,0.19,81.846,1.3156
30.11,48.7,108.961,4.15
49.58,3.53,89.332,1.4732
36.73,18.16,93.889,2.377
72.82,0.76,102.688,0.7664
33.56,9.26,77.459,1.9025
70.69,0.43,102.605,0.8278
73.09,4.19,107.8,0.9673
45.68,45.51,128.47,4.188
54.62,42.24,133.264,3.8925
63.96,4.04,103.485,1.2476
48.45,32.58,115.621,3.0908
27.05,47.82,104.715,4.2185
55.71,20.99,114.194,2.3178
49.35,48.58,135.462,4.5894
48.45,0.35,82.481,1.318
60.29,0.87,97.94,1.0976
34.29,0.28,68.534,1.5256
37.51,30.41,107.484,3.2632
72.71,46.77,150.0,3.9849
68.42,29.95,124.567,2.5035
26.27,7.45,66.455,1.9348
58.73,0.83,92.871,1.1112
34.53,49.15,118.255,4.4412
41.68,6.92,84.064,1.769
60.67,20.0,110.464,2.0337
39.4,0.84,72.687,1.4577
42.76,34.51,113.634,3.3381
68.39,0.05,103.018,0.9164
54.76,26.5,113.824,2.5644
60.59,0.31,94.956,1.0751
54.9,6.91,104.355,1.6692
56.02,23.3,110.086,2.3234
74.86,0.08,101.753,0.6776
72.75,9.95,110.912,1.2496
51.11,13.46,103.389,1.9945
39.24,35.66,112.223,3.5882
64.78,41.09,137.377,3.5471
21.75,0.67,48.782,1.6416
49.98,45.06,135.624,4.2768
49.5,37.04,116.571,3.1537
63.74,0.27,98.285,1.0058
30.68,0.87,66.412,1.6587
30.76,27.35,99.488,3.2419
50.31,0.45,86.39,1.2973
56.26,48.33,138.715,4.3339
76.86,20.21,120.762,1.6861
76.0,35.02,135.604,2.6166
78.47,34.53,138.865,2.7398
21.54,0.68,45.511,1.7051
79.81,31.58,141.868,2.5767
70.98,0.33,101.327,0.8168
31.24,0.1,66.181,1.6287
65.49,0.53,100.544,0.9912
47.58,35.78,121.92,3.5617
73.51,41.2,139.249,3.3968
76.31,48.42,150.0,3.9127
75.61,31.62,135.021,2.6113
47.29,23.75,109.224,2.6329
36.27,16.78,90.208,2.3002
55.33,39.66,130.975,3.7477
66.6,43.05,139.819,3.6151
36.45,39.39,112.297,3.7639
56.91,46.83,136.614,4.1197
21.65,0.97,48.405,1.7318
40.28,45.06,118.949,4.0996
73.83,0.3,101.845,0.7128
62.72,47.14,144.551,4.2151
33.64,30.49,104.629,3.2727
34.43,9.0,78.546,1.8962
50.21,0.75,85.581,1.273
67.82,47.41,145.875,4.1134
22.7,16.7,69.703,2.3939
71.43,26.79,123.345,2.1588
63.89,17.04,114.283,1.9372
34.07,5.89,73.309,1.8164
41.3,0.81,75.816,1.4452
46.65,42.29,123.88,4.0352
48.84,44.14,131.647,4.1347
51.67,43.84,130.375,3.9011
44.22,25.35,106.713,2.6585
61.77,2.03,101.44,1.2408
33.9,0.65,69.45,1.6089
21.85,45.67,100.969,4.1395
42.04,15.19,98.495,2.3008
42.61,23.47,106.683,2.6981
36.11,46.26,114.412,4.3096
66.94,0.86,102.503,0.9965
47.51,8.45,94.823,1.7923
64.92,14.65,112.71,1.7653
57.88,0.37,93.348,1.1499
71.11,45.37,148.091,3.946
70.84,45.52,143.631,3.69
76.43,9.83,111.438,1.1001
45.72,11.89,97.441,2.0956
73.88,0.79,103.057,0.7547
36.28,44.65,109.82,3.9762
29.88,48.96,108.463,4.1812
28.14,33.66,97.993,3.3226
22.95,32.71,85.513,3.1548
65.56,0.93,102.21,1.0443
69.78,0.32,102.107,0.8794
39.48,0.63,73.271,1.4015
24.3,0.53,53.592,1.7341
42.79,42.21,120.947,3.9235
31.77,0.01,68.96,1.6293
30.28,45.0,110.254,4.0581
41.55,0.23,77.91,1.4009
54.3,0.46,92.903,1.2891
67.99,0.51,104.542,0.9877
78.18,0.81,107.302,0.6394
32.88,8.27,75.101,1.8534
35.91,37.99,108.91,3.5781
63.37,31.57,122.501,2.7821
52.48,0.03,88.317,1.2279
45.82,32.03,112.49,3.0144
50.55,30.8,114.885,2.9341
60.18,32.92,131.517,3.1974
42.7,30.04,109.658,2.9065
60.78,21.03,115.854,2.2104
46.16,40.79,120.607,3.7012
29.84,45.75,107.895,4.1468
76.64,0.22,104.137,0.6574
56.85,30.43,117.134,2.8073
21.42,0.65,47.58,1.6984
47.11,45.9,130.215,4.1948
63.88,20.36,115.452,2.1547
76.83,37.91,141.346,3.0429
38.88,31.99,107.648,3.2286
24.84,0.59,59.127,1.7447
34.16,42.76,110.407,3.9171
33.84,0.47,71.029,1.609
25.3,19.4,72.827,2.3667
39.97,40.01,116.607,3.758
23.72,25.81,79.014,2.7624
23.62,0.95,54.701,1.7114
26.96,0.69,59.818,1.6582
43.62,44.11,123.358,4.0835
34.78,40.78,112.016,3.8492
65.05,41.12,139.622,3.7696
36.19,0.79,72.138,1.4721
32.81,39.89,105.071,3.7321
51.48,30.96,114.461,2.9724
23.14,34.94,89.922,3.219
53.34,41.16,130.882,3.8089
53.25,47.36,141.138,4.5344
37.42,49.21,120.993,4.3257
36.11,32.63,108.084,3.3276
61.22,27.53,118.688,2.4538
25.31,0.45,57.033,1.7539
22.65,44.75,93.665,3.8704
49.18,42.08,128.747,4.0733
44.43,42.72,123.047,4.0279
58.09,22.19,111.25,2.1735
55.0,2.01,92.605,1.2635
47.7,9.48,98.791,1.9245
69.71,47.46,143.635,3.7953
66.79,0.56,102.594,1.0072
23.43,0.1,54.706,1.7129
47.98,17.17,101.955,2.1898
78.31,36.37,137.877,2.8114
58.12,34.69,125.193,3.1645
52.14,36.25,125.282,3.4399
24.07,0.67,53.738,1.7347
57.18,0.38,97.928,1.2327
27.28,33.66,97.153,3.4378
40.78,0.03,75.676,1.4491
40.28,35.15,110.259,3.3488
43.32,0.26,78.357,1.4015
20.22,48.83,101.594,4.2345
51.88,0.82,88.462,1.3036
38.64,45.76,119.526,4.1814
43.11,0.25,78.014,1.3791
35.17,18.08,90.472,2.4764
49.69,36.51,125.559,3.5442
32.69,39.59,108.352,3.6663
65.82,41.69,140.553,3.5728
41.28,0.51,79.537,1.5138
78.19,0.85,104.365,0.5811
38.56,0.59,77.438,1.6136
34.86,0.87,67.746,1.4653
60.33,0.23,94.987,1.1115
65.97,39.54,135.962,3.4116
21.08,42.21,94.881,3.8235
70.51,0.39,103.637,0.8566
28.84,5.37,67.247,1.8496
60.26,19.81,111.696,2.0682
29.41,44.61,104.626,4.0236
22.19,0.71,47.945,1.6899
26.97,0.46,62.513,1.7247
54.19,0.63,92.632,1.2622
65.47,30.57,130.372,2.8397
54.58,49.24,137.243,4.4318
63.81,24.59,118.156,2.2017
28.9,0.53,64.017,1.6305
59.5,37.44,134.352,3.5952
57.85,38.27,133.16,3.6163
51.47,48.43,138.307,4.5512
31.83,34.79,104.117,3.4901
40.73,2.89,80.922,1.6111
48.95,41.19,126.893,3.8265
24.76,1.37,57.439,1.7108
78.7,36.09,137.813,2.7509
68.71,0.53,101.692,0.8816
24.01,44.82,105.864,4.2573
41.66,0.87,79.563,1.4399
71.09,38.98,136.916,3.2407
46.27,31.17,108.505,2.9497
20.91,18.69,67.832,2.44
72.28,43.68,139.268,3.4797
45.28,38.72,119.554,3.7579
60.59,6.22,102.718,1.4293
42.8,3.02,84.396,1.5366
28.76,46.55,106.714,4.0099
24.45,46.41,106.898,4.2484
70.13,47.37,145.318,3.9442
53.23,0.05,90.337,1.2593
52.58,32.33,111.228,2.749
34.54,10.98,76.648,1.9442
31.27,40.75,106.781,3.7542
57.12,0.83,95.535,1.2099
23.89,33.61,86.709,3.0982
69.24,19.93,113.676,1.7291
72.59,44.72,146.438,3.6511
36.72,0.39,72.841,1.5086
40.67,41.35,115.945,3.8718
41.14,32.01,110.677,3.1787
42.14,0.5,75.361,1.4603
76.76,4.3,107.654,0.8301
44.12,49.6,135.993,4.879
68.36,0.91,102.854,0.9315
30.54,40.24,106.809,3.8798
35.46,35.64,111.072,3.5791
66.1,0.86,99.14,0.9585
64.67,45.64,143.927,4.2749
57.37,3.04,102.07,1.4158
20.77,25.14,70.419,2.6992
32.23,0.14,68.827,1.6042
66.14,0.6,98.668,0.9371
74.89,0.57,103.392,0.7211
33.65,49.22,116.342,4.3562
32.0,40.72,110.091,4.0512
59.64,44.51,140.92,4.1805
49.79,0.18,90.147,1.3603
73.42,0.32,104.404,0.7768
42.56,48.6,130.883,4.7368
38.06,0.28,72.461,1.4989
65.98,34.18,132.35,2.9408
44.28,49.48,132.0,4.5886
20.9,43.77,96.292,3.9202
40.46,35.27,112.125,3.4297
47.55,12.47,97.249,1.9843
38.21,44.36,113.299,3.9151
53.83,10.52,103.983,1.777
48.3,22.96,106.017,2.5103
58.24,33.74,126.11,3.1675
55.62,0.06,93.487,1.2329
30.76,6.5,70.866,1.897
57.24,0.3,91.977,1.1528
63.71,48.12,146.949,4.408
74.89,49.96,150.0,4.0353
43.08,29.79,110.014,2.9584
60.93,26.38,118.032,2.481
77.9,17.25,117.145,1.4197
29.35,45.99,109.452,4.2066
56.71,9.62,104.413,1.6521
32.32,46.89,111.683,4.091
75.64,41.65,146.792,3.5554
31.51,45.19,117.261,4.3897
43.46,0.76,77.239,1.3973
21.0,33.66,80.843,3.1237
46.8,28.74,107.183,2.7778
30.57,46.18,113.751,4.4011
36.79,33.45,106.832,3.3006
37.14,47.92,115.446,4.1769
39.52,26.78,107.465,2.9931
41.41,36.55,116.282,3.5656
39.18,38.45,113.993,3.6509
34.91,43.2,112.338,3.9808
41.18,20.29,103.723,2.6008
50.73,44.01,135.065,4.3656
44.8,39.37,117.344,3.5304
74.42,35.5,137.126,2.8762
66.67,33.4,128.657,2.8119
40.02,13.22,91.082,2.1807
21.5,26.98,73.124,2.7327
29.19,14.13,76.947,2.2644
58.29,33.37,125.327,2.9921
23.42,0.94,54.698,1.7464
49.03,30.31,113.658,3.0059
34.02,0.03,69.571,1.575
60.95,5.24,101.734,1.3642
41.82,37.75,112.961,3.4595
29.39,0.71,65.088,1.7266
45.28,0.03,81.336,1.4326
